id,journal_id,name,pmid,pmc,publisher_id,doi,subject,published_date,received_date,accepted_date,license_type,copyright_statement,keywords,repositories
78,61,"Development of a Machine-Learning Intrusion Detection System and Testing of Its Performance Using a Generative Adversarial Network",36772355,9919617,sensors-23-01315,10.3390/s23031315,Article,2023-01-24,2022-12-28,2023-01-19,,"© 2023 by the authors.","generative adversarial network;intrusion detection system;intrusion evasion;machine learning;NSL-KDD dataset;Python",""
79,62,"Systematic Item Content and Overlap Analysis of Self-Reported Multiple Sleep Disorder Screening Questionnaires in Adults",36769500,9918039,jcm-12-00852,10.3390/jcm12030852,Article,2023-01-20,2022-12-27,2023-01-19,,"© 2023 by the authors.","sleep disorders;sleep symptoms;questionnaires;content analysis;symptom overlap",https://github.com/vincentpmartin/sleep-content-analysis
80,40,"Employing Supervised Algorithms for the Prediction of Nanomaterial’s Antioxidant Efficiency",36769135,9918003,ijms-24-02792,10.3390/ijms24032792,Article,2023-02-01,2022-12-15,2023-01-29,,"© 2023 by the authors.","nanomaterials;nanoparticles;machine learning;antioxidant;reactive oxygen species",https://github.com/mahsa-mirzaei/NMAOP_M-M_wo-ZP-
81,5,"Gigapixel imaging with a novel multi-camera array microscope",36515989,9917455,74988,10.7554/eLife.74988,"Research Article",2022-12-14,2021-10-25,2022-11-23,,"© 2022, Thomson et al","microscopy;computational optics;computational imaging;behavioral analysis;Physarum polycephalum;Camponotus pennsylvanicus;calcium imaging;
          ;
          ;Zebrafish",https://github.com/EricThomson/gigadetector;https://github.com/aleju/imgaug;https://github.com/heartexlabs/labelImg
82,33,"Robust biomarker discovery through multiplatform multiplex image analysis of breast cancer clinical cohorts",36778343,9915596,,10.1101/2023.01.31.525753,Article,2023-02-03,"","",,,"",https://github.com/aalokpatwa/rasp-mibi
83,33,"BIRDMAn: A Bayesian differential abundance framework that enables robust inference of host-microbe associations",36778470,9915500,,10.1101/2023.01.30.526328,Article,2023-02-02,"","",,,"",https://github.com/benjjneb/decontam;https://github.com/knightlab-analyses/birdman-analyses-final;https://github.com/biocore/BIRDMAn
84,63,"Deception detection with machine learning: A systematic review and statistical analysis",36757928,9910662,PONE-D-22-17133,10.1371/journal.pone.0281323,"Research Article",2023-02-09,2022-06-15,2023-01-20,,"© 2023 Constâncio et al","",https://github.com/gambit4348/deception-detection-review-2022;https://github.com/gambit4348/biblioally;https://github.com/gambit4348/deception-detection-review-2021
85,64,"Peptide linker increased the stability of pneumococcal fusion protein vaccine candidate",36777254,9909212,1108300,10.3389/fbioe.2023.1108300,"Bioengineering and Biotechnology",2023-01-26,2022-11-25,2023-01-16,,"Copyright © 2023 Zane, Kraschowetz, Trentini, Alves, Araujo, Goulart, Leite and Gonçalves.","spacer;PspA;pneumolysin;
          ;mouse immunization;protease detection;protein structural model;recombinant ",""
86,65,"Virtual Fly Brain—An interactive atlas of the ",36776967,9908962,1076533,10.3389/fphys.2023.1076533,Physiology,2023-01-26,2022-10-21,2023-01-02,,"Copyright © 2023 Court, Costa, Pilgrim, Millburn, Holmes, McLachlan, Larkin, Matentzoglu, Kir, Parkinson, Brown, O’Kane, Armstrong, Jefferis and Osumi-Sutherland.",drosophila;atlas;connectomics;transcriptomics;neurobiology;ontology;FAIR,https://github.com/VirtualFlyBrain/VFB_similarity_import
87,66,"Quality assessment and refinement of chromatin accessibility data using a sequence-based predictive model",36508674,9907136,202212810,10.1073/pnas.2212810119,408,2022-12-12,2022-07-27,2022-10-28,,"Copyright © 2022 the Author(s). Published by PNAS.","quality control;chromatin accessibility;sequence-based model;gkmQC",https://github.com/Dongwon-Lee/gkmQC;https://github.com/Dongwon-Lee/gkmQC-manuscript
88,67,"Biophysical parameters control signal transfer in spiking network",36761840,9905747,,10.3389/fncom.2023.1011814,"Computational Neuroscience",2023-01-25,2022-08-04,2023-01-09,,"Copyright © 2023 Garnier Artiñano, Andalibi, Atula, Maestri and Vanni.","microcircuit;spiking network model;neural coding;predictive coding;classification",https://github.com/VisualNeuroscience-UH/SystemTools;https://github.com/VisualNeuroscience-UH/CxSystem2;https://github.com/machenslab/spikes
89,50,"Chaperoning of specific tau structure by immunophilin FKBP12 regulates the neuronal resilience to extracellular stress",36724228,9891691,add9789,10.1126/sciadv.add9789,"Research Article","",2022-07-18,2023-01-05,,"Copyright © 2023 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution License 4.0 (CC BY).","",""
90,68,"SL-Cloud: A Cloud-based resource to support synthetic lethal interaction discovery",36761837,9880341,,10.12688/f1000research.110903.2,"Software Tool Article",2022-12-22,"",2022-12-13,,"Copyright: © 2022 Tercan B et al.","synthetic lethality;cloud computing;cancer genomics;cancer dependency;systems biology;functional genomics",https://github.com/isb-cgc/SL-Cloud-F1000
91,33,"A harmonized public resource of deeply sequenced diverse human genomes",36747613,9900804,,10.1101/2023.01.23.525248,Article,2023-02-02,"","",,,"",https://github.com/atgu/hgdp_tgp
92,20,"ImmCellFie: A user-friendly web-based platform to infer metabolic function from omics data",36853701,9898792,102069,10.1016/j.xpro.2023.102069,Protocol,2023-01-25,"","",,"© 2023 The Author(s)","Bioinformatics;Genomics;Metabolism;Systems Biology",https://github.com/LewisLabUCSD/CellFie;https://github.com/RENCI/fuse-dashboard-immcellfie;https://github.com/RENCI/fuse-agent;https://github.com/RENCI/fuse-tool-pca;https://github.com/RENCI/fuse-tool-cellfie;https://github.com/RENCI/fuse-provider-upload;https://github.com/RENCI/fuse-provider-immunespace
93,52,"Evaluation of the portability of computable phenotypes with natural language processing in the eMERGE network",36737471,9898520,27481,10.1038/s41598-023-27481-y,Article,2023-02-03,2022-06-15,2023-01-03,,"© The Author(s) 2023","Translational research;Genetics research;Communication and replication;Computational models;Data integration;Data mining;Data processing;Machine learning;Programming language;Software;Standards",""
94,69,"Improving the IR spectra alignment algorithm with spectra deconvolution and combination with Raman or VCD spectroscopy",36546852,9847344,d2cp04907d,10.1039/d2cp04907d,Chemistry,2022-12-22,2022-10-20,2022-12-14,,"This journal is © the Owner Societies","",https://github.com/rinikerlab/irsa
95,12,"Building a knowledge graph to enable precision medicine",36732524,9893183,1960,10.1038/s41597-023-01960-3,"Data Descriptor",2023-02-02,2022-05-13,2023-01-11,,"© The Author(s) 2023","Data integration;Network topology;Predictive medicine;Medical research;Machine learning",https://github.com/mims-harvard/PrimeKG;https://github.com/gnn4dr/DRKG
96,18,"A split ribozyme that links detection of a native RNA to orthogonal protein outputs",36725852,9892565,36073,10.1038/s41467-023-36073-3,Article,2023-02-01,2022-03-11,2023-01-13,,"© The Author(s) 2023","Synthetic biology;Synthetic biology;Synthetic biology",https://github.com/aos2/7_Plug_and_play_RNA_Detection
97,70,"Cytoscape.js 2023 update: a graph theory library for visualization and analysis",36645249,9889963,btad031,10.1093/bioinformatics/btad031,"Applications Note","",2022-12-02,2023-01-13,,"© The Author(s) 2023. Published by Oxford University Press.","",https://github.com/cytoscape/cytoscape.js;https://github.com/cytoscape/cytoscape.js-elk;https://github.com/cytoscape/cytoscape.js-dagre;https://github.com/PathwayCommons/cytoscape-sbgn-stylesheet;https://github.com/cytoscape/ipycytoscape
98,71,"Ensemble of deep transfer learning models for real-time automatic detection of face mask",36743998,9890421,14408,10.1007/s11042-023-14408-y,Article,2023-02-01,2022-05-09,2023-01-21,,"© The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023, Springer Nature or its licensor (e.g. a society or other partner) holds exclusive rights to this article under a publishing agreement with the author(s) or other rightsholder(s); author self-archiving of the accepted manuscript version of this article is solely governed by the terms of such publishing agreement and applicable law.","Face mask;Transfer learning;Ensemble;Covid-19",""
99,72,"Insulin-like peptide 8 (Ilp8) regulates female fecundity in flies",36743416,9890075,1103923,10.3389/fcell.2023.1103923,"Cell and Developmental Biology",2023-01-18,2022-11-21,2023-01-04,,"Copyright © 2023 Li, Luo, Li, Liu and Zhang.","Ilp8;female fecundity;sexual attractiveness;
          ;
          ",""
100,12,"AerialWaste dataset for landfill discovery in aerial and satellite images",36720877,9889343,1976,10.1038/s41597-023-01976-9,"Data Descriptor",2023-01-31,2022-09-06,2023-01-18,,"© The Author(s) 2023","Research data;Environmental impact",https://github.com/nahitorres/aerialwaste;https://github.com/nahitorres/aerialwaste-model;https://github.com/nahitorres/demo-inspection-tool
101,73,"Molecular networking in infectious disease models",35168796,10040239,,10.1016/bs.mie.2021.09.018,Article,2023-03-21,"","",,,"",""
102,18,"Genome mining unveils a class of ribosomal peptides with two amino termini",36959188,10036551,37287,10.1038/s41467-023-37287-1,Article,2023-03-23,2022-05-25,2023-03-09,,"© The Author(s) 2023","Natural product synthesis;Biosynthesis;Enzymes;Bioinformatics",https://github.com/the-mitchell-lab/rodeo2
103,12,"High-resolution calibrated and validated Synthetic Aperture Radar Ocean surface wind data around Australia",36959257,10036525,2046,10.1038/s41597-023-02046-w,"Data Descriptor",2023-03-23,2022-11-29,2023-02-28,,"© The Author(s) 2023","Physical oceanography;Physical oceanography",https://github.com/aodn/imos-user-code-library
104,53,"Pseudotime dynamics of T cells in pancreatic ductal adenocarcinoma inform distinct functional states within the regulatory and cytotoxic T cells",,10034436,106324,10.1016/j.isci.2023.106324,Article,2023-03-07,2022-08-01,2023-02-23,,"Crown Copyright © 2023.","Immune response;Bioinformatics;Cancer systems biology",https://github.com/theislab/scvelo;https://github.com/theislab/cellrank;https://github.com/klarman-cell-observatory/skin-ILCs
105,74,"NeuroGPU: Accelerating multi-compartment, biophysically detailed neuron simulations on GPUs",34728257,9887806,,10.1016/j.jneumeth.2021.109400,Article,2023-01-26,"","",,,"Compartmental models;Biophysical simulations;Conductance-based models;Electrophysiology;Graphical Processing Unit",""
106,12,"Caravan - A global community dataset for large-sample hydrology",36717577,9887008,1975,10.1038/s41597-023-01975-w,"Data Descriptor",2023-01-31,2022-05-30,2023-01-18,,"© The Author(s) 2023","Hydrology;Water resources",https://github.com/kratzert/Caravan
107,70,"Metadata retrieval from sequence databases with ",36610997,9883619,btac667,10.1093/bioinformatics/btac667,"Applications Note","",2022-05-26,2022-10-07,,"© The Author(s) 2023. Published by Oxford University Press.","",https://github.com/pachterlab/ffq
108,75,"Freddie: annotation-independent detection and discovery of transcriptomic alternative splicing isoforms using long-read sequencing",36478271,9881145,gkac1112,10.1093/nar/gkac1112,AcademicSubjects/SCI00010,2023-01-25,2022-07-19,2022-11-08,,"© The Author(s) 2022. Published by Oxford University Press on behalf of Nucleic Acids Research.","",https://github.com/vpc-ccg/freddie;https://github.com/vpc-ccg/LTR-sim
109,59,"A cloud-based pipeline for analysis of FHIR and long-read data",36726729,9872570,vbac095,10.1093/bioadv/vbac095,"Original Paper","",2022-09-21,2023-01-19,,"© The Author(s) 2023. Published by Oxford University Press.","",https://github.com/microsoft/genomicsnotebook;https://github.com/hapifhir/hapi-fhir;https://github.com/awslabs/fhir-works-on-aws-deployment;https://github.com/microsoft/CromwellOnAzure;https://github.com/microsoft/FHIR-Analytics-Pipelines;https://github.com/PacificBiosciences/pb-human-wgs-workflow-wdl;https://github.com/broadinstitute/cromwell
110,26,"Evidence for the role of transcription factors in the co-transcriptional regulation of intron retention",36949544,10031921,2885,10.1186/s13059-023-02885-1,Research,2023-03-22,2022-01-03,2023-02-16,,"© The Author(s) 2023","Alternative splicing;Intron retention;Deep learning",https://github.com/fahadahaf/chromir
111,76,"Changes in white matter microstructure following serial ketamine infusions in treatment resistant depression",36715291,10028677,HBM26217,10.1002/hbm.26217,"Research Article",2023-01-30,2022-09-16,2023-01-12,,"© 2023 The Authors. ","antidepressant treatment;diffusion weighted;ketamine;magnetic resonance imaging;major depressive disorder;NODDI;structural connectivity",https://github.com/AthenaEPI/dmipy
112,77,"Machine Learning
Full NMR Chemical Shift Tensors of
Silicon Oxides with Equivariant Graph Neural Networks",36862997,10026072,,10.1021/acs.jpca.2c07530,Article,2023-03-02,2022-10-26,"",,"© 2023 The Authors. Published by American Chemical Society","",https://github.com/mjwen/MatTEN;https://github.com/xnuohz/DimeNet-dgl;https://github.com/mjwen/matten
113,15,"The curse and blessing of abundance—the evolution of drug interaction databases and their impact on drug network analysis",36892110,10023830,giad011,10.1093/gigascience/giad011,Research,"",2022-09-07,2023-02-07,,"© The Author(s) 2023. Published by Oxford University Press GigaScience.","drug–drug interaction networks;drug–target interaction networks;drug database integrity;analysis robustness of drug networks",https://github.com/research-hyperion/Drug_database_statistics
114,78,"Fast4DReg – fast registration of 4D microscopy datasets",36727532,10022679,JCS260728,10.1242/jcs.260728,"Tools and Resources",2023-02-15,2022-10-16,2023-01-25,,"© 2023. Published by The Company of Biologists Ltd","3D drift correction;Live imaging;Image analysis;ImageJ;Fiji",https://github.com/guijacquemet/Fast4DReg
115,63,"Contextualizing gender disparities in online teaching evaluations for professors",36928194,10019737,PONE-D-22-35274,10.1371/journal.pone.0282704,"Research Article",2023-03-16,2022-12-27,2023-02-17,,"© 2023 Zheng et al","",https://github.com/UWMadisonMetaScience/rmp;https://github.com/aboSamoor/pycld2
116,6,"Ten simple rules for designing and conducting undergraduate replication projects",36928436,10019630,PCOMPBIOL-D-23-00007,10.1371/journal.pcbi.1010957,Education,2023-03-16,"","",,"© 2023 Moreau, Wiebels","",https://github.com/davidmoreau/rep_checklist
117,79,"Scalable Analysis
of Untargeted LC-HRMS Data by Means
of SQL Database Archiving",36802528,10018448,,10.1021/acs.analchem.2c03769,Article,2023-02-20,2022-08-28,2023-02-06,,"© 2023 The Authors. Published by American Chemical Society","",https://github.com/ucph-rka/ScreenDB
118,75,"Characterization of an atypical but widespread type IV secretion system for transfer of the integrative and conjugative element (ICE",36727472,10018362,gkad024,10.1093/nar/gkad024,AcademicSubjects/SCI00010,2023-03-21,2022-09-08,2023-01-26,,"© The Author(s) 2023. Published by Oxford University Press on behalf of Nucleic Acids Research.","",""
